Name,Ticker,Sector,Industry
Goa Carbon Ltd,,Basic Materials,Specialty Chemicals
Green Plains Inc,,Basic Materials,Specialty Chemicals
Green Plains Inc.,,Basic Materials,Specialty Chemicals
Griffin Chemicals Limited,,Basic Materials,Specialty Chemicals
Gujarat Carbon And Indus,,Basic Materials,Specialty Chemicals
Gulf Oil Corp Ltd,,Basic Materials,Specialty Chemicals
Gulf Resources Inc,,Basic Materials,Specialty Chemicals
Gulf Resources,,Basic Materials,Specialty Chemicals
Gurit Holding AG,,Basic Materials,Specialty Chemicals
Hansa Group AG,,Basic Materials,Specialty Chemicals
Hardcastle & Waud,,Basic Materials,Specialty Chemicals
Haryana Leather Chemicals Ltd,,Basic Materials,Specialty Chemicals
Hawkins Inc.,,Basic Materials,Specialty Chemicals
HB Fuller Co.,,Basic Materials,Specialty Chemicals
Helix Biomedix Inc.,,Basic Materials,Specialty Chemicals
Hexpol AB,,Basic Materials,Specialty Chemicals
Hindustan Adhesives Ltd,,Basic Materials,Specialty Chemicals
Ig Petrochemicals Ltd,,Basic Materials,Specialty Chemicals
Ikonics Corp.,,Basic Materials,Specialty Chemicals
Indian Toners & Developers Ltd,,Basic Materials,Specialty Chemicals
Indokem Ltd,,Basic Materials,Specialty Chemicals
Innophos Holdings Inc,,Basic Materials,Specialty Chemicals
Innospec Inc,,Basic Materials,Specialty Chemicals
Innospec Inc.,,Basic Materials,Specialty Chemicals
International Flavors,,Basic Materials,Specialty Chemicals
International Flavors & Fragra,,Basic Materials,Specialty Chemicals
IOL Chemicals,,Basic Materials,Specialty Chemicals
IVP Ltd,,Basic Materials,Specialty Chemicals
Jayant Agro-Organics Ltd,,Basic Materials,Specialty Chemicals
Jaysynth Dyestuff (India) Ltd,,Basic Materials,Specialty Chemicals
Jindal Poly Films Ltd,,Basic Materials,Specialty Chemicals
Johnson Matthey PLC,,Basic Materials,Specialty Chemicals
Jyoti Resins & Adhesives Ltd,,Basic Materials,Specialty Chemicals
Kaneka Corp,,Basic Materials,Specialty Chemicals
Kansai Paint Co.,,Basic Materials,Specialty Chemicals
Keltech Energies Ltd,,Basic Materials,Specialty Chemicals
Kiri Industries Ltd,,Basic Materials,Specialty Chemicals
KMG Chemicals Inc.,,Basic Materials,Specialty Chemicals
Koninklijke DSM NV,,Basic Materials,Specialty Chemicals
Koppers Holdings Inc,,Basic Materials,Specialty Chemicals
Koppers Holdings Inc.,,Basic Materials,Specialty Chemicals
Kraton Performance,,Basic Materials,Specialty Chemicals
Kraton Performance Polymers In,,Basic Materials,Specialty Chemicals
Kriptol Industries Ltd,,Basic Materials,Specialty Chemicals
Kronos Worldwide,,Basic Materials,Specialty Chemicals
Kureha Corp,,Basic Materials,Specialty Chemicals
Lanxess AG,,Basic Materials,Specialty Chemicals
LaPolla Industries,,Basic Materials,Specialty Chemicals
Lightwave Logic,,Basic Materials,Specialty Chemicals
Lime Chemicals Ltd,,Basic Materials,Specialty Chemicals
Linde India Ltd,,Basic Materials,Specialty Chemicals
Liuyang Fireworks Ltd,,Basic Materials,Specialty Chemicals
Lords Chloro Alkali Ltd,,Basic Materials,Specialty Chemicals
Luxking Group Holdings Ltd,,Basic Materials,Specialty Chemicals
LyondellBasell Industries N.V.,,Basic Materials,Specialty Chemicals
Mace Security International In,,Basic Materials,Specialty Chemicals
Matex International Ltd,,Basic Materials,Specialty Chemicals
Metabolix Inc,,Basic Materials,Specialty Chemicals
Metabolix,,Basic Materials,Specialty Chemicals
Methanex Corp.,,Basic Materials,Specialty Chemicals
Mitsubishi Gas Chemical,,Basic Materials,Specialty Chemicals
Momentum Biofuels,,Basic Materials,Specialty Chemicals
Narmada Gelatines Ltd,,Basic Materials,Specialty Chemicals
National Oxygen Ltd,,Basic Materials,Specialty Chemicals
Neo Material Technologies,,Basic Materials,Specialty Chemicals
Neschen AG,,Basic Materials,Specialty Chemicals
NewMarket Corporation,,Basic Materials,Specialty Chemicals
Nikhil Adhesives Ltd,,Basic Materials,Specialty Chemicals
Nippon Carbide Industries,,Basic Materials,Specialty Chemicals
Nippon Carbon Co.,,Basic Materials,Specialty Chemicals
Nippon Paint Holdings Co Ltd,,Basic Materials,Specialty Chemicals
Nitta Gelatin India Ltd,,Basic Materials,Specialty Chemicals
Nitto Denko Corporation,,Basic Materials,Specialty Chemicals
Noble Explochem Ltd,,Basic Materials,Specialty Chemicals
Nordex Explosives Ltd,,Basic Materials,Specialty Chemicals
Novozymes,,Basic Materials,Specialty Chemicals
Oil-Dri Corp. of America,,Basic Materials,Specialty Chemicals
Olin Corp,,Basic Materials,Specialty Chemicals
Olin Corp.,,Basic Materials,Specialty Chemicals
OM Group Inc,,Basic Materials,Specialty Chemicals
OM Group Inc.,,Basic Materials,Specialty Chemicals
OMNOVA Solutions Inc.,,Basic Materials,Specialty Chemicals
Orapi,,Basic Materials,Specialty Chemicals
Organic Coatings Ltd,,Basic Materials,Specialty Chemicals
Orica Ltd,,Basic Materials,Specialty Chemicals
Orient Abrasives Ltd,,Basic Materials,Specialty Chemicals
Orion Engineered Carbons SA,,Basic Materials,Specialty Chemicals
Pacific Ethanol Inc,,Basic Materials,Specialty Chemicals
Pacific Ethanol,,Basic Materials,Specialty Chemicals
Parfex SA,,Basic Materials,Specialty Chemicals
Paushak Ltd,,Basic Materials,Specialty Chemicals
Penford Corporation,,Basic Materials,Specialty Chemicals
Pidilite Industries Ltd,,Basic Materials,Specialty Chemicals
Planter'S Polysacks Ltd,,Basic Materials,Specialty Chemicals
Plastiblends India Ltd.,,Basic Materials,Specialty Chemicals
Platform Specialty Products Co,,Basic Materials,Specialty Chemicals
Poddar Pigments Ltd,,Basic Materials,Specialty Chemicals
Polychem Ltd,,Basic Materials,Specialty Chemicals
PolyOne Corp,,Basic Materials,Specialty Chemicals
PolyOne Corporation,,Basic Materials,Specialty Chemicals
Pondy Oxides And Chemicals Ltd,,Basic Materials,Specialty Chemicals
PPG Industries Inc,,Basic Materials,Specialty Chemicals
PPG Industries Inc.,,Basic Materials,Specialty Chemicals
Praxair Inc,,Basic Materials,Specialty Chemicals
Premier Explosives Ltd,,Basic Materials,Specialty Chemicals
Quaker Chemical Corp,,Basic Materials,Specialty Chemicals
Quaker Chemical Corporation,,Basic Materials,Specialty Chemicals
Rama Petrochemicals Ltd,,Basic Materials,Specialty Chemicals
Rockwood Holdings Inc,,Basic Materials,Specialty Chemicals
Rockwood Holdings,,Basic Materials,Specialty Chemicals
RPM International Inc,,Basic Materials,Specialty Chemicals
RPM International Inc.,,Basic Materials,Specialty Chemicals
Sadhana Nitro Chem Ltd,,Basic Materials,Specialty Chemicals
Sanyo Chemical Industries Ltd,,Basic Materials,Specialty Chemicals
Savita Oil Technologies Ltd,,Basic Materials,Specialty Chemicals
SBT,,Basic Materials,Specialty Chemicals
Senomyx Inc,,Basic Materials,Specialty Chemicals
Senomyx Inc.,,Basic Materials,Specialty Chemicals
Sensient Technologies Corporat,,Basic Materials,Specialty Chemicals
Shree Hari Chemicals,,Basic Materials,Specialty Chemicals
Shreyas Intermediates Ltd,,Basic Materials,Specialty Chemicals
Siam Cement PLC,,Basic Materials,Specialty Chemicals
Sigma-Aldrich Corp,,Basic Materials,Specialty Chemicals
Sigma-Aldrich Corporation,,Basic Materials,Specialty Chemicals
Sika AG,,Basic Materials,Specialty Chemicals
Sino Union Energy,,Basic Materials,Specialty Chemicals
Solar Industries India Ltd,,Basic Materials,Specialty Chemicals
Sonal Adhesives Ltd,,Basic Materials,Specialty Chemicals
Square Four Projects India Ltd,,Basic Materials,Specialty Chemicals
Sree Rayalaseema,,Basic Materials,Specialty Chemicals
Stella Chemifa Corp,,Basic Materials,Specialty Chemicals
Sudarshan Chemical,,Basic Materials,Specialty Chemicals
Sunshield Chemicals Ltd,,Basic Materials,Specialty Chemicals
Swarnajyothi Agrotech,,Basic Materials,Specialty Chemicals
Symrise AG,,Basic Materials,Specialty Chemicals
Synthesis Energy Systems,,Basic Materials,Specialty Chemicals
Synthomer PLC,,Basic Materials,Specialty Chemicals
Taminco Corporation,,Basic Materials,Specialty Chemicals
TANFAC Industries Ltd,,Basic Materials,Specialty Chemicals
Teijin Ltd,,Basic Materials,Specialty Chemicals
The Sherwin-Williams Company,,Basic Materials,Specialty Chemicals
The Valspar Corporation,,Basic Materials,Specialty Chemicals
Thirumalai Chemicals Ltd,,Basic Materials,Specialty Chemicals
Tikkurila Oyj,,Basic Materials,Specialty Chemicals
Tinna Rubber,,Basic Materials,Specialty Chemicals
Tokuyama Corporation,,Basic Materials,Specialty Chemicals
TOR Minerals International Inc,,Basic Materials,Specialty Chemicals
Toyo Ink SC Holdings Co.Ltd.,,Basic Materials,Specialty Chemicals
Toyobo,,Basic Materials,Specialty Chemicals
United Energy Corp.,,Basic Materials,Specialty Chemicals
Uzin Utz AG,,Basic Materials,Specialty Chemicals
Valspar Corp,,Basic Materials,Specialty Chemicals
Victrex PLC,,Basic Materials,Specialty Chemicals
Vidhi Dyestuffs,,Basic Materials,Specialty Chemicals
Vikas GlobalOne Ltd.,,Basic Materials,Specialty Chemicals
Vinyl Chemicals (India) Ltd,,Basic Materials,Specialty Chemicals
Vipul Dye-Chem Ltd,,Basic Materials,Specialty Chemicals
Vishnu Chemicals Ltd,,Basic Materials,Specialty Chemicals
W R Grace & Co,,Basic Materials,Specialty Chemicals
W.R. Grace & Co.,,Basic Materials,Specialty Chemicals
WD-40 Company,,Basic Materials,Specialty Chemicals
Westlake Chemical Corp,,Basic Materials,Specialty Chemicals
Westlake Chemical Corp.,,Basic Materials,Specialty Chemicals
Xpro India Ltd,,Basic Materials,Specialty Chemicals
Zotefoams PLC,,Basic Materials,Specialty Chemicals
20 Microns Ltd.,,Basic Materials,Specialty Chemicals
Infinity Chemical,,Basic Materials,Specialty Chemicals
Aegean Marine Petroleum,,Basic Materials,Major Integrated Oil & Gas
Aegean Marine Petroleum Networ,,Basic Materials,Major Integrated Oil & Gas
Aegis Logistics Ltd,,Basic Materials,Major Integrated Oil & Gas
Alliance Oil Co Ltd,,Basic Materials,Major Integrated Oil & Gas
BP plc,,Basic Materials,Major Integrated Oil & Gas
BP PLC,,Basic Materials,Major Integrated Oil & Gas
Cairn India Ltd,,Basic Materials,Major Integrated Oil & Gas
Caiterra International,,Basic Materials,Major Integrated Oil & Gas
Canadian Oil Sands Ltd,,Basic Materials,Major Integrated Oil & Gas
Cenovus Energy Inc,,Basic Materials,Major Integrated Oil & Gas
Chevron Corp,,Basic Materials,Major Integrated Oil & Gas
Chevron Corporation,,Basic Materials,Major Integrated Oil & Gas
China Petroleum,,Basic Materials,Major Integrated Oil & Gas
China Petroleum & Chemica,,Basic Materials,Major Integrated Oil & Gas
China Petroleum & Chemical Cor,,Basic Materials,Major Integrated Oil & Gas
Connacher Oil and Gas Ltd,,Basic Materials,Major Integrated Oil & Gas
CropEnergies AG,,Basic Materials,Major Integrated Oil & Gas
Digital CC Ltd,,Basic Materials,Major Integrated Oil & Gas
Eastern Gases Ltd,,Basic Materials,Major Integrated Oil & Gas
Ecopetrol SA,,Basic Materials,Major Integrated Oil & Gas
Encana Corporation,,Basic Materials,Major Integrated Oil & Gas
Eni SpA,,Basic Materials,Major Integrated Oil & Gas
EQT Midstream Partners,,Basic Materials,Major Integrated Oil & Gas
ERG SPA,,Basic Materials,Major Integrated Oil & Gas
Essar Oil Ltd,,Basic Materials,Major Integrated Oil & Gas
Exxon Mobil Corporation,,Basic Materials,Major Integrated Oil & Gas
Gagan Gases Ltd,,Basic Materials,Major Integrated Oil & Gas
Galp Energia SGPS SA,,Basic Materials,Major Integrated Oil & Gas
GeoPetro Resources Co,,Basic Materials,Major Integrated Oil & Gas
GeoPetro Resources Company,,Basic Materials,Major Integrated Oil & Gas
Georox Resources Inc,,Basic Materials,Major Integrated Oil & Gas
Golconda Resources Ltd,,Basic Materials,Major Integrated Oil & Gas
Hellenic Petroleum SA,,Basic Materials,Major Integrated Oil & Gas
Husky Energy Inc,,Basic Materials,Major Integrated Oil & Gas
Imperial Oil Ltd,,Basic Materials,Major Integrated Oil & Gas
Imperial Oil Ltd.,,Basic Materials,Major Integrated Oil & Gas
International Fuel Technology,,Basic Materials,Major Integrated Oil & Gas
Keyuan Petrochemicals,,Basic Materials,Major Integrated Oil & Gas
Kofler Energies Power AG,,Basic Materials,Major Integrated Oil & Gas
Liquefied Natural Gas Ltd,,Basic Materials,Major Integrated Oil & Gas
Magnegas Corporation,,Basic Materials,Major Integrated Oil & Gas
Magyar laj-Es Gazipare,,Basic Materials,Major Integrated Oil & Gas
Northern Blizzard,,Basic Materials,Major Integrated Oil & Gas
OAO Gazprom,,Basic Materials,Major Integrated Oil & Gas
OAO Lukoil,,Basic Materials,Major Integrated Oil & Gas
Oil & Natural Gas Corp Ltd,,Basic Materials,Major Integrated Oil & Gas
Oil India Ltd,,Basic Materials,Major Integrated Oil & Gas
OJSC Rosneft Oil Co,,Basic Materials,Major Integrated Oil & Gas
Origin Energy Ltd,,Basic Materials,Major Integrated Oil & Gas
OSX Brasil SA,,Basic Materials,Major Integrated Oil & Gas
Petrobras,,Basic Materials,Major Integrated Oil & Gas
Petrobras Argentina SA,,Basic Materials,Major Integrated Oil & Gas
PetroChina Co Ltd,,Basic Materials,Major Integrated Oil & Gas
PetroChina Co. Ltd.,,Basic Materials,Major Integrated Oil & Gas
Ptt PLC,,Basic Materials,Major Integrated Oil & Gas
Relentless Resources Ltd,,Basic Materials,Major Integrated Oil & Gas
Repsol SA,,Basic Materials,Major Integrated Oil & Gas
Rose Rock Midstream,,Basic Materials,Major Integrated Oil & Gas
Royal Dutch Shell PLC,,Basic Materials,Major Integrated Oil & Gas
Royal Dutch Shell plc,,Basic Materials,Major Integrated Oil & Gas
Sasol Ltd,,Basic Materials,Major Integrated Oil & Gas
Sasol Ltd.,,Basic Materials,Major Integrated Oil & Gas
Statoil ASA,,Basic Materials,Major Integrated Oil & Gas
Suncor Energy Inc,,Basic Materials,Major Integrated Oil & Gas
Surgutneftegas OJSC,,Basic Materials,Major Integrated Oil & Gas
Tiger Oil and Energy,,Basic Materials,Major Integrated Oil & Gas
Total SA,,Basic Materials,Major Integrated Oil & Gas
Vanguard Energy Corporation,,Basic Materials,Major Integrated Oil & Gas
Wolf Petroleum Ltd,,Basic Materials,Major Integrated Oil & Gas
XXL Energy Corp,,Basic Materials,Major Integrated Oil & Gas
YPF S.A.,,Basic Materials,Major Integrated Oil & Gas
YPF Sociedad Anonima,,Basic Materials,Major Integrated Oil & Gas
Abenteuer Resources Corp,,Basic Materials,Independent Oil & Gas
Abington Resources Ltd,,Basic Materials,Independent Oil & Gas
Abraxas Petroleum Corp,,Basic Materials,Independent Oil & Gas
Abraxas Petroleum Corp.,,Basic Materials,Independent Oil & Gas
Activa resources AG,,Basic Materials,Independent Oil & Gas
Adira Energy Ltd,,Basic Materials,Independent Oil & Gas
Advantage Oil & Gas Ltd,,Basic Materials,Independent Oil & Gas
ADX Energy Ltd,,Basic Materials,Independent Oil & Gas
Afren PLC,,Basic Materials,Independent Oil & Gas
Alberta Oilsands Inc,,Basic Materials,Independent Oil & Gas
Allied Resources Inc.,,Basic Materials,Independent Oil & Gas
Alston Energy Inc,,Basic Materials,Independent Oil & Gas
Altai Resources Inc,,Basic Materials,Independent Oil & Gas
Altex Industries Inc.,,Basic Materials,Independent Oil & Gas
Altima Resources Ltd,,Basic Materials,Independent Oil & Gas
Alvopetro Energy Ltd,,Basic Materials,Independent Oil & Gas
Amarok Energy Inc,,Basic Materials,Independent Oil & Gas
Ambassador Oil and Gas Ltd,,Basic Materials,Independent Oil & Gas
American Eagle Energy Corporat,,Basic Materials,Independent Oil & Gas
American Eagle Energy,,Basic Materials,Independent Oil & Gas
American Energy Development Co,,Basic Materials,Independent Oil & Gas
American Patriot Oil & Gas Ltd,,Basic Materials,Independent Oil & Gas
American Petro-hunter Inc.,,Basic Materials,Independent Oil & Gas
American Standard Energy Corp.,,Basic Materials,Independent Oil & Gas
Americas Petrogas Inc,,Basic Materials,Independent Oil & Gas
Amerisur Resources PLC,,Basic Materials,Independent Oil & Gas
Aminex PLC,,Basic Materials,Independent Oil & Gas
Anadarko Petroleum Corp,,Basic Materials,Independent Oil & Gas
Anadarko Petroleum Corporation,,Basic Materials,Independent Oil & Gas
Anderson Energy Ltd,,Basic Materials,Independent Oil & Gas
Antares Energy Ltd,,Basic Materials,Independent Oil & Gas
Anterra Energy Inc,,Basic Materials,Independent Oil & Gas
Antilles Oil and Gas NL,,Basic Materials,Independent Oil & Gas
Antrim Energy Inc,,Basic Materials,Independent Oil & Gas
Aorere Resources Ltd,,Basic Materials,Independent Oil & Gas
Apache Corp.,,Basic Materials,Independent Oil & Gas
Apache Corporation,,Basic Materials,Independent Oil & Gas
Apco Oil & Gas International I,,Basic Materials,Independent Oil & Gas
Approach Resources Inc,,Basic Materials,Independent Oil & Gas
Arc Resources Ltd,,Basic Materials,Independent Oil & Gas
Arcan Resources Ltd,,Basic Materials,Independent Oil & Gas
Archer Petroleum Corp,,Basic Materials,Independent Oil & Gas
Argent Energy Trust,,Basic Materials,Independent Oil & Gas
Armada Oil,,Basic Materials,Independent Oil & Gas
Armour Energy Ltd,,Basic Materials,Independent Oil & Gas
Aroway Energy Inc,,Basic Materials,Independent Oil & Gas
Arsenal Energy Inc.,,Basic Materials,Independent Oil & Gas
Artek Exploration Ltd,,Basic Materials,Independent Oil & Gas
Athabasca Oil Corp,,Basic Materials,Independent Oil & Gas
Athlon Energy Inc.,,Basic Materials,Independent Oil & Gas
Atlas Resource Partners,,Basic Materials,Independent Oil & Gas
ATP Oil & Gas Corp,,Basic Materials,Independent Oil & Gas
